,time: 00-C1_50kHz-ND1-2.03uW-300s_0.25ns.dat,density: 00-C1_50kHz-ND1-2.03uW-300s_0.25ns.dat,qfls: 00-C1_50kHz-ND1-2.03uW-300s_0.25ns.dat,tau_diff: 00-C1_50kHz-ND1-2.03uW-300s_0.25ns.dat,time: 01-C2_50kHz-ND1-2.03uW-300s_0.25ns.dat,density: 01-C2_50kHz-ND1-2.03uW-300s_0.25ns.dat,qfls: 01-C2_50kHz-ND1-2.03uW-300s_0.25ns.dat,tau_diff: 01-C2_50kHz-ND1-2.03uW-300s_0.25ns.dat,time: 02-EA1_50kHz-ND1-2.03uW-300s_0.25ns.dat,density: 02-EA1_50kHz-ND1-2.03uW-300s_0.25ns.dat,qfls: 02-EA1_50kHz-ND1-2.03uW-300s_0.25ns.dat,tau_diff: 02-EA1_50kHz-ND1-2.03uW-300s_0.25ns.dat,time: 03-EA2_50kHz-ND1-2.03uW-300s_0.25ns.dat,density: 03-EA2_50kHz-ND1-2.03uW-300s_0.25ns.dat,qfls: 03-EA2_50kHz-ND1-2.03uW-300s_0.25ns.dat,tau_diff: 03-EA2_50kHz-ND1-2.03uW-300s_0.25ns.dat
936,2.3425000000000002e-07,435347459947978.75,0.9528387649654182,4.307761874772248e-07,2.3425000000000002e-07,483657849089091.0,0.9586686877138377,4.281137080782308e-07,2.3425000000000002e-07,424118038285950.44,0.9513910154861808,3.903335388920074e-07,2.3425000000000002e-07,384754857446506.75,0.9459947557117723,4.480347855090941e-07
937,2.3450000000000002e-07,435094880319293.4,0.9528066136989308,4.3085209725082023e-07,2.3450000000000002e-07,483375496147714.25,0.9586363364956014,4.2817263153538387e-07,2.3450000000000002e-07,423846487031753.25,0.9513555330112714,3.904172916153466e-07,2.3450000000000002e-07,384540227051329.06,0.9459638429334613,4.4815385174112185e-07
938,2.3475e-07,434842491694183.8,0.9527744680970214,4.309277840072815e-07,2.3475e-07,483093346862481.0,0.9586039897294143,4.282315011815188e-07,2.3475e-07,423575167841966.8,0.9513200581480996,3.9050089326714e-07,2.3475e-07,384325773360513.3,0.9459329383681068,4.482726837286827e-07
939,2.3500000000000003e-07,434590293764118.8,0.9527423281410613,4.310032484176106e-07,2.3500000000000003e-07,482811401023084.6,0.958571647409987,4.282903173257953e-07,2.3500000000000003e-07,423304080363717.1,0.951284590879679,3.905843441414178e-07,2.3500000000000003e-07,384111496069757.6,0.9459020419952011,4.483912819717783e-07
940,2.3525000000000002e-07,434338286221596.4,0.95271019381249,4.3107849115067917e-07,2.3525000000000002e-07,482529658419708.56,0.9585393095320578,4.2834908027610986e-07,2.3525000000000002e-07,423033224245055.1,0.95124913118907,3.9066764453222417e-07,2.3525000000000002e-07,383897394875686.56,0.9458711537942995,4.48509646971345e-07
941,2.355e-07,434086468760139.44,0.952678065092815,4.311535128747392e-07,2.355e-07,482248118843023.0,0.9585069760903913,4.2840779033668304e-07,2.355e-07,422762599134953.8,0.951213679059379,3.9075079473374144e-07,2.355e-07,383683469475848.06,0.9458402737450218,4.486277792259095e-07
942,2.3575e-07,433834841074291.94,0.952645941963613,4.3122831425603435e-07,2.3575e-07,481966782084182.06,0.9584746470797794,4.2846644781158637e-07,2.3575e-07,422492204683305.4,0.9511782344737589,3.908337950394486e-07,2.3575e-07,383469719568710.06,0.9458094018270503,4.4874567923579125e-07
943,2.3600000000000002e-07,433583402859614.7,0.9526138244065275,4.313028959618164e-07,2.3600000000000002e-07,481685647934821.6,0.9584423224950407,4.285250530008807e-07,2.3600000000000002e-07,422222040540918.25,0.951142797415409,3.909166457443103e-07,2.3600000000000002e-07,383256144853657.3,0.9457785380201306,4.488633475010212e-07
944,2.3625000000000001e-07,433332153812681.1,0.9525817124032703,4.3137725865451363e-07,2.3625000000000001e-07,481404716187056.25,0.9584100023310198,4.285836062036736e-07,2.3625000000000001e-07,421952106359514.5,0.9511073678675738,3.9099934714193065e-07,2.3625000000000001e-07,383042745030988.06,0.9457476823040711,4.489807845203731e-07
945,2.365e-07,433081093631073.5,0.9525496059356201,4.3145140299890624e-07,2.365e-07,481123986633476.8,0.9583776865825883,4.2864210771607633e-07,2.365e-07,421682401791726.4,0.951071945813544,3.9108189952580294e-07,2.365e-07,382829519801910.94,0.945716834658743,4.4909799079414546e-07
946,2.3675000000000003e-07,432830222013378.56,0.9525175049854233,4.3152532965682836e-07,2.3675000000000003e-07,480843459067147.44,0.958345375244643,4.287005578338105e-07,2.3675000000000003e-07,421412926491094.25,0.9510365312366569,3.911643031906641e-07,2.3675000000000003e-07,382616468868541.6,0.9456859950640802,4.492149668216451e-07
947,2.3700000000000002e-07,432579538659183.75,0.9524854095345932,4.315990392888879e-07,2.3700000000000002e-07,480563133281603.44,0.958313068312107,4.287589568483696e-07,2.3700000000000002e-07,421143680112062.8,0.951001124120294,3.912465584298749e-07,2.3700000000000002e-07,382403591933899.9,0.9456551635000787,4.4933171310231955e-07
948,2.3725e-07,432329043269072.8,0.9524533195651094,4.316725325553213e-07,2.3725e-07,480283009070848.56,0.9582807657799295,4.288173050508048e-07,2.3725e-07,420874662309979.3,0.950965724447884,3.9132866553744603e-07,2.3725e-07,382190888701906.5,0.945624339946797,4.4944823013455217e-07
949,2.375e-07,432078735544622.44,0.9524212350590185,4.3174581011394015e-07,2.375e-07,480003086229352.1,0.9582484676430847,4.2887560272872774e-07,2.375e-07,420605872741089.8,0.9509303322028998,3.9141062480746774e-07,2.375e-07,381978358877379.4,0.9455935243843553,4.4956451841880685e-07
950,2.3775000000000002e-07,431828615188397.5,0.9523891559984335,4.3181887262249256e-07,2.3775000000000002e-07,479723364552046.56,0.958216173896572,4.2893385016930093e-07,2.3775000000000002e-07,420337311062536.6,0.9508949473688606,3.9149243653358424e-07,2.3775000000000002e-07,381766002166031.3,0.945562716792936,4.496805784533853e-07
951,2.3800000000000001e-07,431578681903947.6,0.9523570823655331,4.3189172073712283e-07,2.3800000000000001e-07,479443843834325.44,0.9581838845354164,4.289920476564211e-07,2.3800000000000001e-07,420068976932356.06,0.9508595699293305,3.9157410100940334e-07,2.3800000000000001e-07,381553818274466.1,0.9455319171527835,4.497964107370434e-07
952,2.3825e-07,431328935395802.94,0.9523250141425618,4.3196435511261036e-07,2.3825e-07,479164523872040.25,0.9581515995546674,4.2905019547324764e-07,2.3825e-07,419800870009474.9,0.9508241998679187,3.9165561852866337e-07,2.3825e-07,381341806910176.1,0.9455011254442028,4.4991201576891225e-07
953,2.385e-07,431079375369470.2,0.9522929513118303,4.3203677640198056e-07,2.385e-07,478885404461498.25,0.9581193189494,4.2910829389921146e-07,2.385e-07,419532989953707.44,0.9507888371682794,3.917369893854605e-07,2.385e-07,381129967781538.4,0.9454703416475614,4.5002739404772145e-07
954,2.3875e-07,430830001531429.2,0.9522608938557144,4.32108985259169e-07,2.3875e-07,478606485399460.0,0.9580870427147131,4.2916634321363504e-07,2.3875e-07,419265336425754.1,0.9507534818141126,3.918182138729586e-07,2.3875e-07,380918300597812.1,0.9454395657432872,4.5014254607142256e-07
955,2.39e-07,430580813589127.94,0.952228841756655,4.321809823339336e-07,2.39e-07,478327766483136.9,0.9580547708457302,4.2922434369202217e-07,2.39e-07,418997909087196.8,0.9507181337891621,3.9189929228456906e-07,2.39e-07,380706805069135.4,0.9454087977118694,4.502574723389129e-07
956,2.3925000000000003e-07,430331811250979.94,0.952196794997158,4.3225276827669094e-07,2.3925000000000003e-07,478049247510188.44,0.9580225033375995,4.292822956095346e-07,2.3925000000000003e-07,418730707600497.44,0.9506827930772173,3.919802249141904e-07,2.3925000000000003e-07,380495480906521.9,0.9453780375338583,4.5037217334841194e-07
957,2.395e-07,430082994226359.56,0.9521647535597945,4.3232434373684807e-07,2.395e-07,477770928278720.56,0.9579902401854928,4.293401992386983e-07,2.395e-07,418463731628994.75,0.950647459662112,3.920610120548395e-07,2.395e-07,380284327821858.25,0.9453472851898646,4.5048664959744863e-07
958,2.3975e-07,429834362225598.1,0.9521327174271993,4.32395709361303e-07,2.3975e-07,477492808587282.2,0.9579579813846059,4.2939805485054533e-07,2.3975e-07,418196980836901.4,0.9506121335277242,3.921416540006294e-07,2.3975e-07,380073345527900.5,0.9453165406605596,4.5060090158451505e-07
959,2.4000000000000003e-07,429585914959980.6,0.9521006865820727,4.324668657965849e-07,2.4000000000000003e-07,477214888234863.8,0.9579257269301583,4.294558627131365e-07,2.4000000000000003e-07,417930454889301.56,0.9505768146579773,3.922221510439629e-07,2.4000000000000003e-07,379862533738271.2,0.9452858039266754,4.5071492980667006e-07
960,2.4025e-07,429337652141741.25,0.952068661007178,4.3253781368784744e-07,2.4025e-07,476937167020894.75,0.9578934768173937,4.2951362309385014e-07,2.4025e-07,417664153452148.1,0.9505415030368385,3.9230250347880513e-07,2.4025e-07,379651892167456.6,0.9452550749690037,4.5082873476205255e-07
961,2.405e-07,429089573484060.0,0.9520366406853432,4.3260855367836497e-07,2.405e-07,476659644745240.56,0.9578612310415782,4.295713362579057e-07,2.405e-07,417398076192259.6,0.9505061986483189,3.923827115977465e-07,2.405e-07,379441420530803.3,0.9452243537683968,4.5094231694793026e-07
962,2.4075000000000003e-07,428841678701058.6,0.9520046255994598,4.326790864116761e-07,2.4075000000000003e-07,476382321208201.2,0.9578289895980017,4.2962900246819534e-07,2.4075000000000003e-07,417132222777317.9,0.9504709014764745,3.924627756941121e-07,2.4075000000000003e-07,379231118544515.25,0.9451936403057666,4.5105567686118623e-07
963,2.41e-07,428593967507797.1,0.9519726157324822,4.327494125279153e-07,2.41e-07,476105196210508.4,0.9577967524819773,4.296866219862637e-07,2.41e-07,416866592875865.25,0.9504356115054052,3.9254269606141156e-07,2.41e-07,379020985925651.1,0.9451629345620847,4.5116881499866907e-07
964,2.4125e-07,428346439620269.5,0.9519406110674288,4.3281953266896357e-07,2.4125e-07,475828269553323.3,0.9577645196888408,4.2974419507148593e-07,2.4125e-07,416601186157301.7,0.9504003287192551,3.926224729914912e-07,2.4125e-07,378811022392120.6,0.9451322365183822,4.51281731857769e-07
965,2.4150000000000004e-07,428099094755400.75,0.9519086115873808,4.3288944747194464e-07,2.4150000000000004e-07,475551541038234.6,0.9577322912139508,4.298017219815549e-07,2.4150000000000004e-07,416336002291882.5,0.9503650531022112,3.927021067780149e-07,2.4150000000000004e-07,378601227662682.2,0.9451015461557498,4.5139442793401295e-07
966,2.4175e-07,427851932631042.1,0.9518766172754822,4.329591575752019e-07,2.4175e-07,475275010467256.0,0.9577000670526883,4.298592029728066e-07,2.4175e-07,416071040950715.0,0.9503297846385057,3.9278159771344883e-07,2.4175e-07,378391601456939.6,0.9450708634553379,4.5150690372503256e-07
967,2.42e-07,427604952965968.44,0.9518446281149398,4.3302866361537603e-07,2.42e-07,474998677642823.75,0.9576678472004572,4.299166382983214e-07,2.42e-07,415806301805756.56,0.9502945233124135,3.928609460906904e-07,2.42e-07,378182143495339.06,0.9450401883983548,4.516191597263421e-07
968,2.4225e-07,427358155479873.6,0.9518126440890226,4.33097966227437e-07,2.4225e-07,474722542367795.0,0.9576356316526831,4.299740282119126e-07,2.4225e-07,415541784529811.56,0.9502592691082535,3.929401522023936e-07,2.4225e-07,377972853499166.2,0.9450095209660687,4.517311964331215e-07
969,2.425e-07,427111539893367.1,0.9517806651810617,4.331670660446296e-07,2.425e-07,474446604445445.0,0.9576034204048139,4.3003137296281774e-07,2.425e-07,415277488796528.5,0.9502240220103878,3.9301921634026406e-07,2.425e-07,377763731190543.25,0.9449788611398061,4.518430143420331e-07
970,2.4275e-07,426865105927970.56,0.9517486913744507,4.3323596370071383e-07,2.4275e-07,474170863679465.5,0.9575712134523199,4.300886728002177e-07,2.4275e-07,415013414280398.0,0.9501887820032222,3.9309813879780785e-07,2.4275e-07,377554776292426.2,0.9449482089009524,4.5195461394854527e-07
971,2.43e-07,426618853306113.94,0.9517167226526443,4.3330465982562113e-07,2.43e-07,473895319873962.0,0.9575390107906923,4.3014592797192046e-07,2.43e-07,414749560656749.75,0.950153549071206,3.9317691986676085e-07,2.43e-07,377345988528601.5,0.9449175642309512,4.520659957469191e-07
972,2.4325e-07,426372781751131.7,0.9516847589991597,4.333731550506191e-07,2.4325e-07,473619972833452.2,0.9575068124154449,4.3020313872255227e-07,2.4325e-07,414485927601749.5,0.950118323198831,3.932555598390784e-07,2.4325e-07,377137367623683.25,0.9448869271113042,4.521771602329653e-07
973,2.4350000000000003e-07,426126890987259.44,0.9516528003975744,4.3344145000445954e-07,2.4350000000000003e-07,473344822362863.0,0.9574746183221122,4.302603052956882e-07,2.4350000000000003e-07,414222514792397.4,0.9500831043706328,3.9333405900740725e-07,2.4350000000000003e-07,376928913303110.7,0.9448562975235718,4.5228810790090435e-07
974,2.4375e-07,425881180739630.1,0.9516208468315278,4.3350954531369983e-07,2.4375e-07,473069868267529.6,0.9574424285062508,4.3031742793352093e-07,2.4375e-07,413959321906524.3,0.9500478925711895,3.93412417663433e-07,2.4375e-07,376720625293144.8,0.9448256754493716,4.5239883924589687e-07
975,2.44e-07,425635650734270.44,0.9515888982847204,4.3357744160587184e-07,2.44e-07,472795110353192.25,0.9574102429634377,4.303745068763666e-07,2.44e-07,413696348622790.25,0.9500126877851223,3.934906360990493e-07,2.44e-07,376512503320865.4,0.9447950608703796,4.5250935476099145e-07
976,2.4425000000000003e-07,425390300698097.5,0.9515569547409126,4.3364513950529175e-07,2.4425000000000003e-07,472520548425994.7,0.9573780616892713,4.3043154236282387e-07,2.4425000000000003e-07,413433594620680.9,0.9499774899970954,3.935687146060044e-07,2.4425000000000003e-07,376304547114168.8,0.944764453768329,4.526196549408845e-07
977,2.445e-07,425145130358914.75,0.951525016183926,4.337126396357195e-07,2.445e-07,472246182292482.1,0.957345884679371,4.304885346294417e-07,2.445e-07,413171059580505.6,0.9499422991918153,3.9364665347644705e-07,2.445e-07,376096756401764.4,0.9447338541250107,4.5272974027900155e-07
978,2.4475e-07,424900139445408.7,0.9514930825976426,4.3377994262019187e-07,2.4475e-07,471972011759599.0,0.9573137119293768,4.3054548391154126e-07,2.4475e-07,412908743183394.5,0.9499071153540317,3.9372445300079585e-07,2.4475e-07,375889130913171.9,0.944703261922273,4.5283961126880685e-07
979,2.4500000000000004e-07,424655327687145.4,0.9514611539660044,4.338470490791653e-07,2.4500000000000004e-07,471698036634686.9,0.9572815434349492,4.306023904430466e-07,2.4500000000000004e-07,412646645111295.56,0.9498719384685362,3.93802113471789e-07,2.4500000000000004e-07,375681670378718.6,0.9446726771420211,4.5294926840283583e-07
980,2.4525e-07,424410694814567.06,0.9514292302730131,4.3391395963351417e-07,2.4525e-07,471424256725483.0,0.9572493791917694,4.306592544558228e-07,2.4525e-07,412384765046973.44,0.9498367685201631,3.9387963518007495e-07,2.4525e-07,375474374529536.75,0.9446420997662174,4.530587121745062e-07
981,2.455e-07,424166240558988.1,0.9513973115027303,4.3398067490068506e-07,2.455e-07,471150671840117.1,0.9572172191955388,4.3071607617984017e-07,2.455e-07,412123102674005.06,0.9498016054937891,3.939570184170375e-07,2.455e-07,375267243097560.2,0.9446115297768809,4.53167943076517e-07
982,2.4575000000000004e-07,423921964652591.94,0.9513653976392774,4.3404719549952703e-07,2.4575000000000004e-07,470877281787110.75,0.9571850634419787,4.3077285584432167e-07,2.4575000000000004e-07,411861657676778.44,0.9497664493743332,3.940342634730628e-07,2.4575000000000004e-07,375060275815521.75,0.9445809671560874,4.5327696159951243e-07
983,2.46e-07,423677866828427.44,0.9513334886668346,4.341135220445951e-07,2.46e-07,470604086375374.5,0.9571529119268307,4.308295936760928e-07,2.46e-07,411600429740489.44,0.9497313001467561,3.941113706402922e-07,2.46e-07,374853472416950.75,0.9445504118859693,4.533857682375443e-07
984,2.4625e-07,423433946820405.44,0.951301584569642,4.3417965515224804e-07,2.4625e-07,470331085414206.25,0.9571207646458564,4.308862899009734e-07,2.4625e-07,411339418551139.6,0.9496961577960609,3.941883402084747e-07,2.4625e-07,374646832636169.6,0.9445198639487152,4.5349436348053483e-07
985,2.465e-07,423190204363295.25,0.9512696853319978,4.342455954349893e-07,2.465e-07,470058278713288.94,0.9570886215948368,4.3094294474316554e-07,2.465e-07,411078623795533.44,0.9496610223072924,3.942651724689726e-07,2.465e-07,374440356208291.9,0.9444893233265702,4.536027478204503e-07
986,2.4675e-07,422946639192721.06,0.9512377909382593,4.343113435054343e-07,2.4675e-07,469785666082689.25,0.9570564827695723,4.3099955842421127e-07,2.4675e-07,410818045161275.8,0.9496258936655378,3.943418677121267e-07,2.4675e-07,374234042869218.25,0.944458790001835,4.537109217480266e-07
987,2.4700000000000003e-07,422703251045159.0,0.9512059013728424,4.3437689997487693e-07,2.4700000000000003e-07,469513247332855.3,0.9570243481658836,4.310561311658818e-07,2.4700000000000003e-07,410557682336769.8,0.9495907718559253,3.944184262280859e-07,2.4700000000000003e-07,374027892355635.06,0.9444282639568664,4.5381888575335306e-07
988,2.4725e-07,422460039657933.3,0.9511740166202214,4.344422654526097e-07,2.4725e-07,469241022274614.56,0.9569922177796099,4.311126631875358e-07,2.4725e-07,410297535011214.0,0.9495556568636254,3.9449484830735606e-07,2.4725e-07,373821904405010.75,0.9443977451740772,4.5392664032805774e-07
989,2.475e-07,422217004769212.7,0.9511421366649284,4.3450744054676127e-07,2.475e-07,468968990719172.1,0.95696009160661,4.311691547059542e-07,2.475e-07,410037602874599.44,0.9495205486738494,3.9457113424032104e-07,2.475e-07,373616078755593.1,0.944367233635935,4.540341859607744e-07
990,2.4775000000000003e-07,421974146118007.56,0.9511102614915539,4.345724258654516e-07,2.4775000000000003e-07,468697152478108.94,0.9569279696427615,4.312256059388005e-07,2.4775000000000003e-07,409777885617708.3,0.9494854472718509,3.9464728431633155e-07,2.4775000000000003e-07,373410415146407.0,0.9443367293249642,4.541415231416563e-07
991,2.48e-07,421731463444166.2,0.9510783910847455,4.3463722201376414e-07,2.48e-07,468425507363380.1,0.9568958518839614,4.3128201709999594e-07,2.48e-07,409518382932110.6,0.9494503526429241,3.947232988259132e-07,2.48e-07,373204913317251.44,0.944306232223743,4.542486523598048e-07
992,2.4825e-07,421488956488371.56,0.951046525429209,4.347018295962619e-07,2.4825e-07,468154055187312.4,0.9568637383261249,4.313383884031874e-07,2.4825e-07,409259094510161.75,0.9494152647724053,3.9479917805807443e-07,2.4825e-07,372999573008696.2,0.9442757423149054,4.5435557410422527e-07
993,2.4850000000000003e-07,421246624992137.8,0.9510146645097074,4.347662492164653e-07,2.4850000000000003e-07,467882795762602.94,0.9568316289651861,4.3139472005992474e-07,2.4850000000000003e-07,409000020045000.3,0.9493801836456712,3.948749223029917e-07,2.4850000000000003e-07,372794393962080.1,0.9442452595811407,4.5446228886321747e-07
994,2.4875e-07,421004468697807.25,0.9509828083110604,4.348304814761714e-07,2.4875e-07,467611728902317.4,0.9567995237970975,4.314510122813104e-07,2.4875e-07,408741159230545.56,0.9493451092481399,3.94950531849791e-07,2.4875e-07,372589375919508.1,0.9442147840051921,4.5456879712509867e-07
995,2.49e-07,420762487348546.4,0.9509509568181455,4.3489452697663085e-07,2.49e-07,467340854419887.75,0.9567674228178306,4.315072652748603e-07,2.49e-07,408482511761494.94,0.9493100415652704,3.9502600698745256e-07,2.49e-07,372384518623847.56,0.9441843155698583,4.5467509937842976e-07
996,2.4925000000000004e-07,420520680688343.5,0.9509191100158959,4.349583863163447e-07,2.4925000000000004e-07,467070172129110.94,0.956735326023374,4.315634792496222e-07,2.4925000000000004e-07,408224077333321.56,0.949274980582563,3.9510134800583754e-07,2.4925000000000004e-07,372179821818727.2,0.9441538542579919,4.5478119610920076e-07
997,2.495e-07,420279048462004.56,0.9508872678893024,4.350220600937425e-07,2.495e-07,466799681844147.0,0.9567032334097356,4.316196544102203e-07,2.495e-07,407965855642272.06,0.9492399262855582,3.9517655519291177e-07,2.495e-07,371975285248533.0,0.9441234000525003,4.5488708780522646e-07
998,2.4975e-07,420037590415150.3,0.9508554304234116,4.3508554890600906e-07,2.4975e-07,466529383379516.94,0.9566711449729407,4.316757909623151e-07,2.4975e-07,407707846385363.6,0.9492048786598374,3.9525162883814765e-07,2.4975e-07,371770908658406.3,0.9440929529363449,4.549927749538037e-07
999,2.5000000000000004e-07,419796306294213.06,0.9508235976033265,4.3514885334856014e-07,2.5000000000000004e-07,466259276550101.4,0.9566390607090326,4.3173188910812983e-07,2.5000000000000004e-07,407450049260382.25,0.9491698376910228,3.953265692299461e-07,2.5000000000000004e-07,371566691794241.06,0.9440625128925412,4.550982580399942e-07
1000,2.5025e-07,419555195846433.2,0.9507917694142057,4.352119740146963e-07,2.5025e-07,465989361171138.7,0.9566069806140723,4.317879490500879e-07,2.5025e-07,407192463965879.94,0.9491348033647772,3.9540137665618586e-07,2.5025e-07,371362634402680.8,0.9440320799041583,4.552035375506595e-07
1001,2.505e-07,419314258819856.0,0.9507599458412644,4.3527491149837267e-07,2.505e-07,465719637058223.06,0.9565749046841384,4.318439709885733e-07,2.505e-07,406935090201172.06,0.9490997756668033,3.954760514061599e-07,2.505e-07,371158736231116.4,0.9440016539543196,4.5530861397128264e-07
1002,2.5075e-07,419073494963328.56,0.9507281268697728,4.353376663908636e-07,2.5075e-07,465450104027303.25,0.9565428329153273,4.3189995512164234e-07,2.5075e-07,406677927666335.75,0.9490647545828444,3.9555059376710623e-07,2.5075e-07,370954997027683.25,0.9439712350262012,4.554134877866668e-07
1003,2.51e-07,418832904026496.3,0.9506963124850565,4.354002392823989e-07,2.51e-07,465180761894680.4,0.9565107653037526,4.3195590164795656e-07,2.51e-07,406420976062206.56,0.9490297400986841,3.9562500402767033e-07,2.51e-07,370751416541258.6,0.9439408231030337,4.555181594813208e-07
1004,2.5125000000000003e-07,418592485759800.2,0.9506645026724969,4.354626307620674e-07,2.5125000000000003e-07,464911610477006.4,0.9564787018455451,4.3201181076305653e-07,2.5125000000000003e-07,406164235090377.0,0.9489947322001465,3.956992824748482e-07,2.5125000000000003e-07,370547994521459.44,0.9439104181681004,4.556226295400468e-07
1005,2.515e-07,418352239914472.94,0.9506326974175299,4.3552484141713483e-07,2.515e-07,464642649591282.75,0.9564466425368526,4.3206768266201023e-07,2.515e-07,405907704453193.44,0.9489597308730949,3.957734293970409e-07,2.515e-07,370344730718638.8,0.9438800202047376,4.557268984464565e-07
1006,2.5175e-07,418112166242536.44,0.9506008967056463,4.3558687183523725e-07,2.5175e-07,464373879054857.94,0.9564145873738404,4.321235175382561e-07,2.5175e-07,405651383853754.0,0.9489247361034331,3.958474450807932e-07,2.5175e-07,370141624883884.25,0.9438496291963351,4.55830966684675e-07
1007,2.5200000000000003e-07,417872264496798.2,0.9505691005223923,4.356487226001486e-07,2.5200000000000003e-07,464105298685426.6,0.9563825363526905,4.3217931558409285e-07,2.5200000000000003e-07,405395272995906.3,0.9488897478771046,3.9592132981376993e-07,2.5200000000000003e-07,369938676769014.9,0.9438192451263347,4.559348347368797e-07
1008,2.5225e-07,417632534430848.3,0.9505373088533674,4.3571039429615245e-07,2.5225e-07,463836908301027.94,0.9563504894696017,4.322350769903451e-07,2.5225e-07,405139371584245.25,0.948854766180093,3.9599508388363954e-07,2.5225e-07,369735886126578.56,0.9437888679782321,4.560385030862429e-07
1009,2.525e-07,417392975799056.25,0.9505055216842263,4.357718875058559e-07,2.525e-07,463568707720043.0,0.9563184467207889,4.3229080194653286e-07,2.525e-07,404883679324110.25,0.9488197909984213,3.9606870757620157e-07,2.525e-07,369533252709849.56,0.9437584977355742,4.561419722149476e-07
1010,2.5275000000000004e-07,417153588356568.06,0.9504737390006778,4.358332028106745e-07,2.5275000000000004e-07,463300696761194.3,0.9562864081024848,4.323464906403656e-07,2.5275000000000004e-07,404628195921583.0,0.9487848223181515,3.961422011786435e-07,2.5275000000000004e-07,369330776272826.1,0.9437281343819616,4.5624524260467726e-07
1011,2.53e-07,416914371859302.75,0.9504419607884839,4.358943407894737e-07,2.53e-07,463032875243543.8,0.9562543736109373,4.3240214325973156e-07,2.53e-07,404372921083485.8,0.9487498601253865,3.9621556497730925e-07,2.53e-07,369128456570227.7,0.9436977779010458,4.563483147369765e-07
1012,2.5325e-07,416675326063949.3,0.9504101870334614,4.3595530202245426e-07,2.5325e-07,462765242986490.9,0.9562223432424114,4.324577599892157e-07,2.5325e-07,404117854517378.06,0.9487149044062673,3.9628879925889106e-07,2.5325e-07,368926293357492.1,0.9436674282765315,4.5645118909274234e-07
1013,2.5350000000000004e-07,416436450727964.0,0.9503784177214797,4.3601608708556277e-07,2.5350000000000004e-07,462497799809771.2,0.9561903169931879,4.3251334101391013e-07,2.5350000000000004e-07,403862995931555.0,0.9486799551469748,3.963619043086713e-07,2.5350000000000004e-07,368724286390773.9,0.9436370854921747,4.5655386615234527e-07
1014,2.5375e-07,416197745609566.9,0.9503466528384621,4.360766965552083e-07,2.5375e-07,462230545533455.3,0.9561582948595643,4.3256888651609e-07,2.5375e-07,403608345035045.06,0.9486450123337291,3.9643488041330785e-07,2.5375e-07,368522435426940.9,0.9436067495317837,4.5665634639524923e-07
1015,2.54e-07,415959210467738.8,0.9503148923703855,4.361371310059812e-07,2.54e-07,461963479977946.44,0.9561262768378532,4.326243966789481e-07,2.54e-07,403353901537607.3,0.9486100759527891,3.965077278588764e-07,2.54e-07,368320740223572.1,0.9435764203792177,4.5675863030236946e-07
1016,2.5425e-07,415720845062218.75,0.9502831363032785,4.361973910120307e-07,2.5425e-07,461696602963979.6,0.9560942629243838,4.326798716813185e-07,2.5425e-07,403099665149729.7,0.9485751459904532,3.9658044692961167e-07,2.5425e-07,368119200538955.2,0.9435460980183883,4.5686071835195843e-07
1017,2.545e-07,415482649153500.0,0.950251384623224,4.362574771443189e-07,2.545e-07,461429914312619.5,0.956062253115501,4.327353117036142e-07,2.545e-07,402845635582625.9,0.9485402224330585,3.966530379116711e-07,2.545e-07,367917816132084.0,0.9435157824332578,4.569626110229616e-07
1018,2.5475000000000003e-07,415244622502827.75,0.950219637316357,4.3631738997390237e-07,2.5475000000000003e-07,461163413845259.56,0.9560302474075649,4.327907169234214e-07,2.5475000000000003e-07,402591812548234.1,0.9485053052669807,3.967255010906205e-07,2.5475000000000003e-07,367716586762655.94,0.94348547360784,4.570643087926404e-07
1019,2.55e-07,415006764872196.1,0.9501878943688643,4.363771300705723e-07,2.55e-07,460897101383619.9,0.9559982457969518,4.3284608751815796e-07,2.55e-07,402338195759214.2,0.9484703944786347,3.967978367500312e-07,2.55e-07,367515512191069.6,0.9434551715261993,4.5716581214064374e-07
1020,2.5525e-07,414769076024344.8,0.9501561557669863,4.364366980020151e-07,2.5525e-07,460630976749746.06,0.9559662482800526,4.3290142366291577e-07,2.5525e-07,402084784928945.3,0.9484354900544739,3.9687004517631196e-07,2.5525e-07,367314592178422.25,0.943424876172452,4.5726712154219135e-07
1021,2.5550000000000003e-07,414531555722756.06,0.9501244214970146,4.364960943359893e-07,2.5550000000000003e-07,460365039766007.8,0.9559342548532748,4.3295672553228166e-07,2.5550000000000003e-07,401831579771524.06,0.9484005919809905,3.96942126652471e-07,2.5550000000000003e-07,367113826486507.4,0.9433945875307643,4.5736823747524555e-07
1022,2.5575e-07,414294203731652.2,0.9500926915452927,4.3655531963693415e-07,2.5575e-07,460099290255096.94,0.95590226551304,4.3301199329900397e-07,2.5575e-07,401578580001761.9,0.9483657002447143,3.970140814637059e-07,2.5575e-07,366913214877812.2,0.9433643055853531,4.5746916041642003e-07
1023,2.56e-07,414057019815992.06,0.9500609658982168,4.366143744691901e-07,2.56e-07,459833728040026.3,0.9558702802557856,4.3306722713616235e-07,2.56e-07,401325785335182.9,0.9483308148322149,3.9708590989384645e-07,2.56e-07,366712757115515.2,0.9433340303204862,4.57569890840097e-07
